team,nationality,position,age,potential,name
FK Bodø/Glimt ,Norway,Lateral Derecho|Medio Centro,24,Bueno,Morten Ågnes Konradsen
Club Atlético Tigre ,Argentina,Lateral Derecho|Medio Derecho,26,Bueno,Matías Pérez Acuña
ADO Den Haag ,Wales,Medio Centro Ofensivo|Extremo Derecho,23,Bueno,George Thomas
Kilmarnock ,Scotland,Medio Izquierdo|Medio Centro Ofensivo,23,Bueno,Greg Kiltie
FK Bodø/Glimt ,Norway,Defensa Central,25,Bueno,Vegard Bergan
IK Sirius ,Sweden,Medio Derecho|Extremo Derecho,25,Bueno,Stefano Vecchia
FC Sochaux-Montbéliard ,France,Medio Centro Defensivo|Medio Centro,25,Bueno,Younès Kaabouni
Club Deportivo Oriente Petrolero ,Bolivia,Portero,28,Bueno,Romel Quiñonez
Chiavari ,Ukraine,Portero,24,Bueno,Nikita Contini
Pordenone ,Italy,Medio Centro Defensivo|Medio Centro,24,Bueno,Davide Mazzocco
CD Universidad de Concepción ,Panama,Delantero Centro|Medio Izquierdo,29,Bueno,Cecilio Waterman
Villarreal CF ,Morocco,Defensa Central,26,Bueno,Sofian Chakla
Bolton Wanderers ,England,Defensa Central,23,Bueno,Kean Bryan
SC Heerenveen ,Norway,Delantero Centro,24,Bueno,Runar Espejord
LKS Lódz ,Spain,Medio Izquierdo|Extremo Derecho,27,Bueno,Antonio Domínguez
Chiavari ,Italy,Medio Centro|Medio Centro Ofensivo,34,Bueno,Luca Nizzetto
Accrington Stanley ,Northern Ireland,Delantero Centro,24,Bueno,Dion Charles
Cosenza ,Italy,Portero,26,Bueno,Umberto Saracco
Venezia ,Italy,LB|Defensa Central,24,Bueno,Pietro Ceccaroni
Bristol Rovers ,England,LB|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,24,Bueno,Tareiq Holmes-Dennis
Cittadella ,Italy,Defensa Central,26,Bueno,Agostino Camigliano
Helsingborgs IF ,Nigeria,Delantero Centro,26,Bueno,Alhaji Gero
Cádiz CF ,Morocco,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,25,Bueno,Hicham Khaloua
Huachipato FC ,Chile,Medio Centro,23,Bueno,Joaquin Verdugo
Crawley Town ,England,Delantero Centro,28,Bueno,Ollie Palmer
FC Ingolstadt 04 ,Germany,Lateral Derecho,28,Bueno,Michael Heinloth
Club Alianza Lima ,Peru,Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,27,Bueno,Alexi Gómez
Club Always Ready ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,29,Bueno,Javier Sanguinetti
La Equidad ,Colombia,Defensa Central|Medio Centro,27,Bueno,Alex Rambal
Impact Montréal ,Cuba,LB|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,29,Bueno,Jorge Corrales
Plymouth Argyle ,England,Medio Centro,25,Bueno,Conor Grant
Salford City ,Australia,Defensa Central,24,Bueno,Cameron Burgess
Henan Jianye FC ,China PR,Defensa Central|Medio Centro Defensivo|Medio Centro,27,Bueno,Wang Shangyuan
New York City FC ,United States,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,23,Bueno,Gedion Zelalem
VVV-Venlo ,England,Delantero Centro|Extremo Derecho|Extremo Izquierdo,23,Bueno,Jerome Sinclair
TSV 1860 München ,Germany,Portero,26,Bueno,Hendrik Bonmann
Macclesfield Town ,England,Portero,25,Bueno,Jonathan Mitchell
Forest Green Rovers ,Wales,Carrilero Derecho|Lateral Derecho|Extremo Derecho,25,Bueno,Liam Shephard
Patriotas Boyacá FC ,Colombia,Delantero Centro,25,Bueno,Oswal Álvarez
FC Würzburger Kickers ,Germany,Delantero Centro,28,Bueno,Saliou Sané
TSV Hartberg ,Austria,Medio Centro Defensivo|Medio Centro,28,Bueno,Peter Tschernegg
Aalborg BK ,Denmark,Lateral Derecho,30,Bueno,Kristoffer Pallesen
Club Atlético Huracán ,Argentina,Delantero Centro,28,Bueno,Fernando Coniglio
CD Universidad de Concepción ,Paraguay,Defensa Central|Medio Centro,33,Bueno,Francisco Portillo
Chiavari ,Italy,Delantero Centro,35,Bueno,Matteo Mancosu
Fußballclub Viktoria Köln 1904 e.V. ,Germany,LB|Defensa Central|Medio Izquierdo,25,Bueno,Fabian Holthaus
Liverpool Fútbol Club ,Argentina,Portero,26,Bueno,Andrés Mehring
Estudiantes de La Plata ,Argentina,Lateral Derecho|LB|Medio Izquierdo,28,Bueno,Mauricio Rosales
KV Oostende ,Belgium,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,25,Bueno,François Marquet
Al Faisaly ,Saudi Arabia,LB,25,Bueno,Mohammed Qasem
CD Cobresal ,Chile,Medio Centro|Medio Centro Ofensivo,27,Bueno,Franco Ragusa
Unión La Calera ,Chile,Medio Centro Defensivo|Medio Derecho|Medio Centro,30,Bueno,Jorge Romo
CD Cobresal ,Chile,Extremo Derecho,28,Bueno,Fabián Saavedra
Doncaster Rovers ,Wales,Defensa Central,25,Bueno,Joe Wright
Grimsby Town ,England,Medio Centro Defensivo|Medio Centro,26,Bueno,Jake Hessenthaler
Jaguares Fútbol Club ,Colombia,Portero,32,Bueno,José Escobar
Deportivo Pasto ,Colombia,Portero,39,Bueno,Luis Delgado
Portland Timbers ,Colombia,Delantero Centro|Medio Derecho,28,Bueno,Dairon Asprilla
Audax Italiano ,Chile,Medio Centro|Medio Centro Ofensivo,26,Bueno,Ariel Martínez
América de Cali ,Colombia,Medio Centro Defensivo,31,Bueno,Luis Paz
Independiente Medellín ,Colombia,LB,26,Bueno,Luis Mena
América de Cali ,Colombia,LB|Medio Izquierdo,28,Bueno,Jefferson Murillo
Alianza Petrolera ,Colombia,LB,30,Bueno,César Hinestroza
AFC Wimbledon ,England,Delantero Centro|Medio Derecho|Medio Centro,25,Bueno,Mitch Pinnock
Newport County ,England,LB|Carrilero Izquierdo|Extremo Izquierdo,24,Bueno,Ryan Haynes
FK Bodø/Glimt ,Denmark,Delantero Centro,26,Bueno,Kasper Junker
CD Antofagasta ,Chile,Defensa Central|Medio Centro Defensivo|Medio Centro,34,Bueno,Cristián Rojas
Atlanta United ,United States,Portero,29,Bueno,Alec Kann
Motherwell ,England,Carrilero Derecho|Lateral Derecho|Medio Centro|Extremo Derecho,25,Bueno,Liam Grimshaw
Shrewsbury ,Scotland,Carrilero Derecho|Lateral Derecho|Extremo Derecho,25,Bueno,Donald Love
Östersunds FK ,Sweden,Lateral Derecho|LB|Medio Centro,24,Bueno,Isak Ssewankambo
Colchester United ,England,Medio Centro Defensivo|Medio Centro,24,Bueno,Tom Lapslie
Leyton Orient ,Chile,Portero,26,Bueno,Lawrence Vigouroux
Oxford United ,England,Lateral Derecho|Medio Centro Defensivo,24,Bueno,Jamie Hanson
Kristiansund BK ,Senegal,Lateral Derecho|Defensa Central,27,Bueno,Aliou Coly
New York City FC ,United States,Portero,29,Bueno,Brad Stuver
Fußballclub Viktoria Köln 1904 e.V. ,Germany,Portero,29,Bueno,Sebastian Patzler
Hamilton Academical FC ,England,Carrilero Derecho|Lateral Derecho|Extremo Derecho,24,Bueno,Aaron McGowan
Rodez Aveyron Football ,Senegal,Delantero Centro,28,Bueno,Pape Sané
Al Ittihad ,Saudi Arabia,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,25,Bueno,Abdulrahman Al Ghamdi
FC Carl Zeiss Jena ,Kosovo,Medio Centro Defensivo|Medio Centro,25,Bueno,Eroll Zejnullahu
Milton Keynes Dons ,England,Medio Centro|Medio Centro Ofensivo,24,Bueno,Hiram Boateng
Adelaide United ,Australia,Medio Centro|Medio Centro Ofensivo,24,Bueno,Stefan Mauk
Sporting Kansas City ,United States,Delantero Centro,29,Bueno,Erik Hurtado
Gallos Blancos de Querétaro ,Mexico,Defensa Central,25,Bueno,Víctor Milke
Western United FC ,Australia,Lateral Derecho|Defensa Central,24,Bueno,Aaron Calver
Fleetwood Town ,Wales,Medio Derecho|Extremo Derecho,25,Bueno,Wes Burns
Lyngby BK ,Denmark,Lateral Derecho|Defensa Central,26,Bueno,Pascal Gregor
Hallescher FC ,Germany,Defensa Central|Medio Centro Defensivo,25,Bueno,Anthony Syhre
Newport County ,Wales,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,25,Bueno,Josh Sheehan
FC Würzburger Kickers ,Germany,Defensa Central,25,Bueno,Hendrik Hansen
Bradford City ,Republic of Ireland,Delantero Centro|Medio Derecho|Medio Izquierdo,25,Bueno,Dylan Connolly
Aarhus AGF ,Denmark,LB,25,Bueno,Casper Højer Nielsen
Tromsø IL ,Norway,Delantero Centro|Medio Derecho|Extremo Derecho,24,Bueno,Mikael Norø Ingebrigtsen
CS Emelec ,Ecuador,Portero,31,Bueno,Adrián Bone
SpVgg Unterhaching ,Germany,Lateral Derecho|Defensa Central|Medio Centro Defensivo,29,Bueno,Markus Schwabl
SC Preußen Münster ,Germany,Defensa Central,27,Bueno,Simon Scherder
DSC Arminia Bielefeld ,Germany,Delantero Centro|Extremo Izquierdo,26,Bueno,Nils Quaschner
Seongnam FC ,Croatia,Defensa Central,31,Bueno,Igor Jovanovic
TSV 1860 München ,Germany,Defensa Central|Medio Centro Defensivo,28,Bueno,Aaron Berzel
Sivasspor ,Germany,Medio Derecho,26,Bueno,Erdogan Yesilyurt
Hibernian ,Scotland,Carrilero Derecho|Lateral Derecho|Extremo Derecho,29,Bueno,Paul McGinn
Chievo Verona ,Italy,Defensa Central,29,Bueno,Michele Rigione
Motherwell ,Scotland,Medio Centro Defensivo|Medio Derecho|Medio Centro,24,Bueno,Mark O'Hara
Walsall ,Northern Ireland,Delantero Centro,27,Bueno,Caolan Lavery
Al Hilal ,Saudi Arabia,Lateral Derecho|Medio Centro Defensivo,25,Bueno,Madallah Al Olayan
Ross County FC ,Scotland,Lateral Derecho|LB|Defensa Central,26,Bueno,Marcus Fraser
AC Horsens ,Denmark,Delantero Centro,27,Bueno,Nicolai Brock-Madsen
Al Raed ,Saudi Arabia,Lateral Derecho|Defensa Central,26,Bueno,Abdullah Al Fahad
Al Fateh ,Saudi Arabia,Medio Derecho,29,Bueno,Ali Ahmed Al Zaqan
Al Faisaly ,Saudi Arabia,Lateral Derecho|Defensa Central,33,Bueno,Aqeel Al Sahabi
Al Taawoun ,Saudi Arabia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,30,Bueno,Mohammed Abusabaan
Sampdoria ,Italy,Portero,25,Bueno,Wladimiro Falcone
Al Taawoun ,Saudi Arabia,Lateral Derecho|Medio Centro Defensivo|Medio Derecho,29,Bueno,Faisal Darwish
Grenoble Foot 38 ,France,Medio Centro Defensivo|Medio Centro,24,Bueno,Anthony Belmonte
Rochdale ,Northern Ireland,Lateral Derecho|Medio Derecho,25,Bueno,Ryan McLaughlin
TSV Hartberg ,Austria,Medio Derecho|Medio Izquierdo,30,Bueno,Stefan Rakowitz
Le Mans FC ,New Caledonia,Medio Derecho|Medio Izquierdo,31,Bueno,Georges Gope-Fenepej
FC Twente ,Germany,Medio Centro|Medio Centro Ofensivo,25,Bueno,Tim Hölscher
Sydney FC ,Australia,Medio Derecho|Medio Centro|Medio Centro Ofensivo,27,Bueno,Anthony Caceres
Luton Town ,England,LB,24,Bueno,Brendan Galloway
Sportverein Waldhof Mannheim 07 e.V. ,France,Delantero Centro|Medio Izquierdo,29,Bueno,Mounir Bouziane
Ipswich Town ,St Lucia,Lateral Derecho|LB,26,Bueno,Janoi Donacien
Al Fateh ,Saudi Arabia,Defensa Central|Medio Centro Defensivo,30,Bueno,Mohammed Al Fehaid
Luton Town ,Montserrat,Lateral Derecho|Defensa Central,26,Bueno,Donervon Daniels
Morecambe ,Republic of Ireland,Medio Derecho|Medio Centro Ofensivo,26,Bueno,John O'Sullivan
Lechia Gdansk ,Poland,Delantero Centro,27,Bueno,Lukasz Zwolinski
ADO Den Haag ,Curacao,Extremo Derecho|Extremo Izquierdo,28,Bueno,Elson Hooi
Gil Vicente FC ,Brazil,Portero,26,Bueno,Bruno
Wellington Phoenix ,New Zealand,Lateral Derecho,26,Bueno,Tim Payne
FC Luzern ,Switzerland,Lateral Derecho|LB|Medio Derecho,28,Bueno,Simon Grether
Peterborough United ,England,LB|Carrilero Izquierdo|Extremo Izquierdo,25,Bueno,Dan Butler
Doncaster Rovers ,England,Lateral Derecho|Medio Derecho|Medio Centro,31,Bueno,Matty Blair
Al Fateh ,Saudi Arabia,LB,32,Bueno,Tawfiq Bu Haymid
Al Wehda ,Saudi Arabia,Defensa Central,29,Bueno,Yasyn Hamza
SSV Jahn Regensburg ,Germany,Lateral Derecho|Medio Centro Defensivo,30,Bueno,Oliver Hein
Damac FC ,Saudi Arabia,Portero,33,Bueno,Khaled Sharahili
Carlisle United ,England,Defensa Central,33,Bueno,Nathaniel Knight-Percival
Tranmere Rovers ,England,Medio Derecho,26,Bueno,Kieron Morris
Mansfield Town ,England,LB|Carrilero Izquierdo|Extremo Izquierdo,26,Bueno,Malvind Benning
Dundalk ,Scotland,Medio Centro|Medio Centro Ofensivo,24,Bueno,Cammy Smith
Viking FK ,Norway,Lateral Derecho|Medio Centro,29,Bueno,Fredrik Torsteinbø
IF Elfsborg ,Norway,Portero,24,Bueno,Mathias Dyngeland
Minnesota United FC ,United States,Delantero Centro,30,Bueno,Aaron Schoenfeld
Club Deportivo El Nacional ,Ecuador,Delantero Centro|Extremo Derecho,28,Bueno,Marlon de Jesús
Paris FC ,Senegal,Delantero Centro|Medio Derecho|Medio Izquierdo,29,Bueno,Adama Sarr
IFK Norrköping ,Sweden,Medio Centro Defensivo|Medio Centro,28,Bueno,Andreas Blomqvist
Sangju Sangmu FC ,Korea Republic,Medio Derecho|Medio Centro|Medio Centro Ofensivo,27,Bueno,Moon Chang Jin
Tromsø IL ,Norway,Defensa Central|Medio Centro,25,Bueno,Kent-Are Antonsen
Konyaspor ,North Macedonia,LB|Defensa Central,27,Bueno,Leonard Zuta
Piast Gliwice ,Poland,Delantero Centro,30,Bueno,Patryk Tuszynski
Daegu FC ,Korea Republic,Medio Izquierdo|Medio Centro,29,Bueno,Hwang Soon Min
Exeter City ,England,Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,27,Bueno,Brennan Dickenson
Desportivo das Aves ,Brazil,Portero,30,Bueno,Fábio
Livingston FC ,Angola,Delantero Centro|Medio Derecho|Extremo Derecho,27,Bueno,Dolly Menga
Exeter City ,Republic of Ireland,Lateral Derecho|Defensa Central,25,Bueno,Pierce Sweeney
AFC Wimbledon ,Republic of Ireland,Medio Centro,26,Bueno,Callum Reilly
Tranmere Rovers ,England,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,29,Bueno,Connor Jennings
FBC Melgar ,Peru,Medio Centro Defensivo|Medio Centro,26,Bueno,Hernán Hinostroza
Burton Albion ,Australia,Medio Derecho|Medio Centro|Medio Centro Ofensivo,26,Bueno,Ryan Edwards
Columbus Crew SC ,United States,Portero,30,Bueno,Matt Lampson
Tromsø IL ,Norway,Medio Izquierdo|Medio Centro Ofensivo|Media Punta,27,Bueno,Daniel Berntsen
SK Brann ,Norway,Lateral Derecho,28,Bueno,Jon-Helge Tveita
Gillingham ,England,Delantero Centro|Medio Izquierdo,26,Bueno,Jordan Roberts
Portsmouth ,England,Carrilero Derecho|Lateral Derecho|Extremo Derecho,25,Bueno,James Bolton
Bradford City ,Northern Ireland,Medio Centro Ofensivo,26,Bueno,Shay McCartan
FC Seoul ,Korea Republic,Defensa Central|Medio Centro Defensivo|Medio Centro,28,Bueno,Kim Won Sik
Fotbal Club Academica Clinceni ,Brazil,Medio Centro|Medio Centro Ofensivo,27,Bueno,Jean Deretti
Zaglebie Lubin ,Montenegro,LB,30,Bueno,Saša Balic
Lincoln City ,England,Delantero Centro,26,Bueno,Tom Hopper
FC Thun ,Liechtenstein,Carrilero Derecho|Lateral Derecho|Medio Centro|Extremo Derecho,29,Bueno,Nicolas Hasler
Cardiff City ,England,Delantero Centro,26,Bueno,Isaac Vassell
Oxford United ,Republic of Ireland,Medio Derecho|Medio Izquierdo,26,Bueno,Anthony Forde
Livorno ,Czech Republic,Portero,26,Bueno,Lukáš Zima
Puebla ,Mexico,Medio Centro,25,Bueno,Jonathan Espericueta
Chemnitzer FC ,Germany,Defensa Central,28,Bueno,Clemens Schoppenhauer
Sepsi OSK Sfântu Gheorghe ,Algeria,Defensa Central|Medio Centro Defensivo,29,Bueno,Rachid Bouhenna
CS Emelec ,Uruguay,Medio Centro Defensivo|Medio Centro,27,Bueno,Sebastián Rodríguez
Tranmere Rovers ,England,Carrilero Derecho|Lateral Derecho|Extremo Derecho,27,Bueno,Jake Caprice
Yokohama F·Marinos ,Japan,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,30,Bueno,Yuki Otsu
Grenoble Foot 38 ,Senegal,Portero,27,Bueno,Papa Demba Camara
KAS Eupen ,Netherlands,Defensa Central,26,Bueno,Menno Koch
Gillingham ,France,Delantero Centro,25,Bueno,Mikael Mandron
FC Sochaux-Montbéliard ,Algeria,Portero,29,Bueno,Mehdi Jeannin
SSV Jahn Regensburg ,Germany,Delantero Centro|Medio Derecho|Medio Izquierdo,28,Bueno,Julian Derstroff
Wycombe Wanderers ,Portugal,Lateral Derecho|Defensa Central,32,Bueno,Sido Jombati
Peterborough United ,England,Defensa Central,28,Bueno,Rhys Bennett
Sport Huancayo ,Peru,Lateral Derecho|Medio Derecho,34,Bueno,Giancarlo Carmona
Western Sydney Wanderers ,Australia,Defensa Central,28,Bueno,Dylan McGowan
Hallescher FC ,Germany,LB|Medio Izquierdo,27,Bueno,Janek Sternberg
FC Emmen ,Netherlands,Medio Centro Defensivo|Medio Centro,28,Bueno,Hilal Ben Moussa
Sepsi OSK Sfântu Gheorghe ,Netherlands,Delantero Centro|Medio Centro Ofensivo|Extremo Derecho,26,Bueno,Anass Achahbar
Leyton Orient ,Mali,Medio Centro Defensivo|Medio Centro,29,Bueno,Ousseynou Cissé
spusu SKN St. Pölten ,Austria,Defensa Central,30,Bueno,Daniel Drescher
Houston Dynamo ,United States,Portero,27,Bueno,Cody Cropper
Pescara ,Italy,Medio Centro Defensivo|Medio Centro,37,Bueno,Alessandro Bruno
Perth Glory ,Australia,Delantero Centro|Extremo Derecho,30,Bueno,Joel Chianese
Mansfield Town ,England,Delantero Centro,26,Bueno,Danny Rose
Eintracht Braunschweig ,Germany,Medio Centro Defensivo|Medio Centro,35,Bueno,Marc Pfitzner
Hallescher FC ,Germany,Defensa Central|Medio Centro Defensivo|Medio Centro,31,Bueno,Jan Washausen
Colchester United ,England,Delantero Centro,27,Bueno,Luke Norris
Blackpool ,England,Lateral Derecho|Defensa Central,27,Bueno,Oliver Turton
Crawley Town ,Netherlands,Medio Izquierdo,26,Bueno,Gyliano van Velzen
Melbourne City ,Australia,Defensa Central,27,Bueno,Curtis Good
HJK Helsinki ,Finland,Delantero Centro,28,Bueno,Roope Riski
Motherwell ,Republic of Ireland,LB,28,Bueno,Jake Carroll
Sporting Kansas City ,Mexico,Portero,26,Bueno,Richard Sánchez
Northampton Town ,Republic of Ireland,Carrilero Derecho|Lateral Derecho|LB|Extremo Derecho,27,Bueno,Michael Harriman
Central Coast Mariners ,Brazil,Delantero Centro|Medio Izquierdo,31,Bueno,Jair
Perth Glory ,Korea Republic,Carrilero Derecho|Carrilero Izquierdo|Extremo Derecho|Extremo Izquierdo,29,Bueno,Kim Soo Beom
Free Agents ,Bulgaria,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,32,Bueno,Galin Ivanov
Bradford City ,England,Medio Derecho|Extremo Derecho,26,Bueno,Zeli Ismail
Fortuna Sittard ,Slovenia,Portero,28,Bueno,Azbe Jug
Southend United ,England,LB,27,Bueno,Nathan Ralph
Fotbal Club Voluntari ,Slovenia,Lateral Derecho,31,Bueno,Andraz Struna
Southend United ,Republic of Ireland,Carrilero Izquierdo|Medio Derecho|Medio Izquierdo|Extremo Izquierdo,30,Bueno,Stephen McLaughlin
Kalmar FF ,Norway,Delantero Centro,32,Bueno,Geir André Herrem
Exeter City ,England,Delantero Centro,28,Bueno,Nicky Ajose
Columbus Crew SC ,United States,Portero,27,Bueno,Jon Kempin
Zaglebie Lubin ,Poland,Portero,28,Bueno,Konrad Forenc
St. Johnstone FC ,Scotland,LB,29,Bueno,Callum Booth
Guangzhou R&F FC ,China PR,Defensa Central,30,Bueno,Yi Teng
1. FC Kaiserslautern ,Germany,Medio Derecho|Extremo Derecho,29,Bueno,Christoph Hemlein
Tranmere Rovers ,England,Medio Centro,27,Bueno,Ollie Banks
AS Nancy Lorraine ,France,Lateral Derecho|LB,29,Bueno,Loris Néry
Ascoli ,Italy,Delantero Centro,28,Bueno,Giacomo Beretta
AFC Wimbledon ,England,Defensa Central,28,Bueno,Rod McDonald
Gangwon FC ,Korea Republic,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,32,Bueno,Lee Jae Kwon
Reading ,England,Portero,28,Bueno,Sam Walker
LDU Quito ,Colombia,Delantero Centro,32,Bueno,Cristian Martínez Borja
Southend United ,England,Medio Centro Defensivo|Medio Centro,28,Bueno,Sam Mantom
Piast Gliwice ,Poland,Defensa Central,28,Bueno,Piotr Malarczyk
FC Chambly Oise ,France,Delantero Centro,31,Bueno,Medhy Guezoui
Sheffield United ,England,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,33,Bueno,Ricky Holmes
SV Meppen ,Germany,Medio Centro Defensivo|Medio Centro Ofensivo,28,Bueno,Willi Evseev
Royal Excel Mouscron ,Belgium,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,29,Bueno,Enes Saglik
Minnesota United FC ,New Zealand,Medio Centro Defensivo|Medio Centro,28,Bueno,James Musa
Oldham Athletic ,Congo,Medio Centro Defensivo|Medio Centro,28,Bueno,Christopher Missilou
Southend United ,Republic of Ireland,Defensa Central,28,Bueno,Joe Shaughnessy
FK Haugesund ,Norway,LB|Medio Centro,29,Bueno,Joakim Våge Nilsen
Kristiansund BK ,Norway,LB,27,Bueno,Christoffer Aasbak
Salford City ,England,Delantero Centro|Medio Derecho|Medio Izquierdo,28,Bueno,Jake Jervis
New England Revolution ,United States,LB,33,Bueno,Seth Sinovic
Exeter City ,England,Defensa Central,30,Bueno,Aaron Martin
Forest Green Rovers ,England,Medio Izquierdo,29,Bueno,Elliott Frear
Exeter City ,England,Delantero Centro,28,Bueno,Ryan Bowman
West Bromwich Albion ,England,Portero,27,Bueno,Jonathan Bond
FC Hansa Rostock ,Canada,Defensa Central,29,Bueno,Adam Straith
Colchester United ,England,Medio Derecho|Medio Izquierdo,29,Bueno,Paris Cowan-Hall
Shrewsbury ,England,Delantero Centro,27,Bueno,Conor McAleny
Castellammare di Stabia ,Italy,Portero,33,Bueno,Danilo Russo
FC Zürich ,Sierra Leone,Defensa Central|Medio Centro Defensivo,32,Bueno,Umaru Bangura
SV Meppen ,Germany,Medio Derecho|Medio Centro Ofensivo,29,Bueno,Luka Tankulic
Livorno ,Italy,Delantero Centro|Media Punta|Extremo Derecho,37,Bueno,Fabio Mazzeo
Southend United ,England,Medio Centro,28,Bueno,Luke Hyam
Portsmouth ,England,LB,29,Bueno,Lee Brown
Brisbane Roar ,Australia,Carrilero Derecho|Lateral Derecho|Extremo Derecho,29,Bueno,Jack Hingert
Milton Keynes Dons ,Republic of Ireland,Delantero Centro,29,Bueno,Joe Mason
Hobro IK ,Denmark,Defensa Central,29,Bueno,Simon Jakobsen
Ross County FC ,Northern Ireland,Delantero Centro,31,Bueno,Billy McKay
Crotone ,Italy,Lateral Derecho|Medio Derecho|Medio Centro,30,Bueno,Alberto Gerbo
FC Admira Wacker Mödling ,Austria,Delantero Centro|Medio Derecho|Medio Izquierdo,29,Bueno,Markus Pink
FC Ingolstadt 04 ,Germany,Defensa Central|Medio Centro Defensivo,30,Bueno,Jonatan Kotzke
Bristol Rovers ,England,Medio Izquierdo,29,Bueno,Kyle Bennett
Wisla Plock ,Poland,LB|Medio Izquierdo,32,Bueno,Piotr Tomasik
Port Vale ,England,Defensa Central,35,Bueno,Leon Legge
Rodez Aveyron Football ,France,Defensa Central|Medio Centro Defensivo,31,Bueno,Loïc Poujol
Portsmouth ,England,Defensa Central,28,Bueno,Paul Downing
Bradford City ,England,Delantero Centro,31,Bueno,Lee Novak
IK Sirius ,Sweden,Lateral Derecho|LB|Defensa Central,29,Bueno,Tim Björkström
Puebla ,Mexico,Defensa Central,28,Bueno,Alonso Zamora
Seongnam FC ,Korea Republic,Delantero Centro,30,Bueno,Kim Hyun Sung
Matsumoto Yamaga F.C. ,Japan,Carrilero Derecho|Medio Derecho|Extremo Derecho,37,Bueno,Hayuma Tanaka
Lillestrøm SK ,Norway,Lateral Derecho|LB,28,Bueno,Simen Rafn
Incheon United FC ,Korea Republic,Portero,31,Bueno,Jung San
Al Shabab ,Saudi Arabia,LB|Defensa Central|Carrilero Izquierdo|Extremo Izquierdo,32,Bueno,Abdullah Al Zori
GIF Sundsvall ,Sweden,Defensa Central|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,33,Bueno,David Myrestam
Ranheim Fotball ,Norway,Delantero Centro|Extremo Izquierdo,27,Bueno,Mushaga Bakenga
SK Brann ,Norway,Portero,28,Bueno,Eirik Holmen Johansen
Fotbal Club Voluntari ,Moldova,Defensa Central,33,Bueno,Igor Arma?
Crewe Alexandra ,England,Medio Izquierdo|Extremo Derecho,29,Bueno,Daniel Powell
spusu SKN St. Pölten ,Austria,Medio Centro|Medio Centro Ofensivo,29,Bueno,Dominik Hofbauer
Stabæk Fotball ,Norway,Lateral Derecho|LB|Defensa Central,32,Bueno,Mats Solheim
Milton Keynes Dons ,England,Delantero Centro|Extremo Derecho,29,Bueno,Jordan Bowery
